Date,Type,Location,Reason for Stop,Dispostion,"Search
7/16/2019,Traffic Stop,W. Main/10th St,Right on red,Warning,No,No,U,M,35,W,M
7/16/2019,Traffic Stop,Lee at 11th St,Fail to obey sign,Warning,No,No,W,M,53,W,M
Date,Type,Location,Reason for Stop,Dispostion,"Search
Conducted?",Tow?,Race,Sex,Age,Ofc. Race,Ofc. Sex
7/17/2019,Traffic Stop,Arlington,Fail to obey sign,Warning,No,No,W,M,64,W,M
7/17/2019,Traffic Stop,Emmet N,Defective Equipment,Warning,No,No,B,M,30,W,M
7/17/2019,Traffic Stop,Arlington,Fail to obey sign,Warning,No,No,W,M,23,W,M
7/18/2019,Traffic Stop,Arlington,Fail to obey sign,Warning,No,No,W,F,48,W,M
7/18/2019,Traffic Stop,1619 University Ave,Improper Stopping,Warning,No,No,B,F,19,W,M
7/19/2019,Traffic Stop,University at Newcomb,Fail to obey sign,Warning,No,No,W,F,30,W,M
7/19/2019,Traffic Stop,McCormick at Hancock,Illegal U-Turn,Warning,No,No,A,F,unk,W,F
7/20/2019,Traffic Stop,Cabell Dr,Wrong way one way,Warning,No,No,W,M,61,W,F
7/20/2019,Traffic Stop,Emmet at Sprigg,Fail to obey sign,Warning,No,No,W,F,62,W,F
7/20/2019,Traffic Stop,Alderman at Twyman,Fail to obey lane/equipment,Warning,No,No,W,M,21,W,F
7/22/2019,Traffic Stop,853 W. Main St,Expired Inspection,Warning,No,No,W,F,21,W,M
7/22/2019,Traffic Stop,Ivy Rd at Alderman,No Headlights,Warning,No,No,B,M,19,W,M
7/22/2019,Traffic Stop,248 McCormick Rd,Left turn violation,Warning,No,No,W,M,18,B,M
7/23/2019,Traffic Stop,417 Emmet St,No Headlights,Warning,No,No,A,F,19,W,M
7/24/2019,Traffic Stop,14th St NW,Wrong way one way,Warning,No,No,W,F,24,B,M
7/25/2019,Traffic Stop,Rugby Rd,Wrong way one way,Warning,No,No,W,F,45,B,M
7/25/2019,Traffic Stop,Emmet St at McCormick,No Headlights,Warning,No,No,W,F,28,W,M
7/25/2019,Traffic Stop,Lee St Garage,Fail to obey sign,Warning,No,No,W,F,63,W,F
7/26/2019,Traffic Stop,Thompson at Emmet,Turned right on red,Warning,No,No,A,M,22,W,M
7/28/2019,Traffic Stop,1619 University Ave,No Headlights,Warning,No,No,W,M,20,W,M
7/29/2019,Traffic Stop,160 McCormick Rd,Fail to obey sign,Warning,No,No,W,M,27,W,M
7/30/2019,Traffic Stop,Culbreth,Fail to obey sign,Warning,No,No,W,M,60,W,M
7/30/2019,Traffic Stop,Arlington at Massie,Fail to obey sign,Warning,No,No,B,M,34,W,M
7/30/2019,Traffic Stop,Stadium at Shamrock,No Headlights,Warning,No,No,W,F,19,B,M
7/31/2019,Traffic Stop,2206 Ivy Rd,Passing on right,Warning,No,No,W,F,17,W,M
8/1/2019,Traffic Stop,Alderman Rd,Expired Inspection,Warning,No,No,B,M,56,W,M
8/1/2019,Traffic Stop,University at McCormick,Right turn on red,Warning,No,No,W,F,41,B,M
8/3/2019,Traffic Stop,Ivy at Cresap,No Headlights,Warning,No,No,W,F,55,W,M
8/4/2019,Traffic Stop,McCormick at University,No Headlights,Warning,No,No,A,M,20,W,M
8/5/2019,Traffic Stop,University at Emmet,Fail to obey light,Warning,No,No,W,M,33,A,F
8/5/2019,Traffic Stop,2025 Ivy Rd,Defective Equipment/Inspection,Warning,No,No,W,M,29,W,M
8/5/2019,Traffic Stop,Alderman at Stadium,Speeding (42/25),Warning,No,No,W,F,29,B,M
8/6/2019,Traffic Stop,90 Geldard Dr,Expired Inspection,Warning,No,No,W,M,43,W,M
8/6/2019,Traffic Stop,Rugby at University,Defective Equipment,Warning,No,No,W,F,19,W,M
8/6/2019,Traffic Stop,Alderman at McCormick,No Headlights,Warning,No,No,A,M,34,W,M
8/6/2019,Traffic Stop,Rugby at University,Illegal Left Turn,Warning,No,No,W,F,74,W,M
8/6/2019,Traffic Stop,Ivy at Emmet,Right turn on red,Warning,No,No,W,M,50,B,M
8/7/2019,Traffic Stop,291 McCormick Rd,Fail to obey sign,Warning,No,No,W,M,58,W,M
8/7/2019,Traffic Stop,1400 Grady,Expired Regsitration,Warning,No,No,W,M,53,W,F
Date,Type,Location,Reason for Stop,Dispostion,"Search
Conducted?",Tow?,Race,Sex,Age,Ofc. Race,Ofc. Sex
8/9/2019,Traffic Stop,Gordon at Rugby,Helmet Violation,Warning,No,No,A,M,24,W,M
8/9/2019,Traffic Stop,121/2 N/Wertland,No Headlights,Warning,No,No,B,F,67,W,M
8/9/2019,Traffic Stop,McCormick at Alderman,Right turn on red,Warning,No,No,W,M,34,B,M
8/10/2019,Traffic Stop,2121 Ivy Rd,No Headlights,Warning,No,No,W,F,19,W,M
8/10/2019,Traffic Stop,2025 Ivy Rd,Defective Equipment,Warning,No,No,W,M,72,W,M
8/10/2019,Traffic Stop,1540 JPA,Defective Equipment,Warning,No,No,W,M,32,W,M
8/10/2019,Traffic Stop,Alderman at Pratt Dr,No turn on red,Warning,No,No,A,M,55,W,M
8/10/2019,Traffic Stop,McCormick at Alderman,Right turn on red,Warning,No,No,W,M,38,B,M
8/11/2019,Traffic Stop,Emmet St N,No Headlights,Warning,No,No,B,M,30,W,M
8/11/2019,Traffic Stop,McCormick Rd,No Headlights,Warning,No,No,W,M,18,W,M
8/11/2019,Traffic Stop,University at McCormick,Red light violation,Warning,No,No,H,F,26,W,M
8/11/2019,Traffic Stop,McCormick Rd,Speeding,Warning,No,No,W,F,20,B,M
8/11/2019,Traffic Stop,McCormick at Alderman,Right turn on red,Warning,No,No,W,F,37,B,M
8/12/2019,Traffic Stop,Ruppel at JPA,Defective Equipment,Warning,No,No,W,M,29,W,M
8/12/2019,Traffic Stop,801 Emmet St,Defective Equipment,Warning,No,No,W,M,59,W,M
8/12/2019,Traffic Stop,Brandon at JPA,Defective Equipment,Warning,No,No,W,M,55,W,M
8/13/2019,Traffic Stop,Alderman Rd,Driving in bike lane,Warning,No,No,W,M,76,B,M
8/13/2019,Traffic Stop,Lane at Crispell,Fail to obey sign,Warning,No,No,B,F,30,W,M
8/13/2019,Traffic Stop,Alderman Rd,Improper stopping,Warning,No,No,W,M,29,W,M
8/14/2019,Traffic Stop,1001 Emmet St,Impeding Traffic,Warning,No,No,B,M,67,W,M
8/14/2019,Traffic Stop,1001 Emmet St,No Headlights,Warning,No,No,W,M,25,W,M
8/14/2019,Traffic Stop,918 Emmet St,Illegal U-Turn,Warning,No,No,W,F,17,W,M
8/14/2019,Traffic Stop,McCormick at Alderman,Right turn on red,Warning,No,No,W,F,30,B,M
8/15/2019,Traffic Stop,10th St at Wetland,Right turn on red,Warning,No,No,W,M,72,W,M
8/15/2019,Traffic Stop,100 Minor Ct Ln,Wrong way one way,Warning,No,No,W,M,22,W,M
8/15/2019,Traffic Stop,100 Roosevelt Brown Blvd,Right turn on red,Warning,No,No,W,M,21,W,M
8/15/2019,Traffic Stop,Copeley Rd at Emmet St,No Headlights,Warning,No,No,A,F,25,W,M
8/16/2019,Traffic Stop,1129 Emmet St,Fail to obey sign,Warning,No,No,W,F,24,W,M
8/16/2019,Traffic Stop,2400 Alrington Blvd,Fail to obey sign,Warning,No,No,W,M,31,W,M
8/17/2019,Traffic Stop,Emmet St,Ilegal U-turn,Warning,No,No,A,M,23,W,M
8/17/2019,Traffic Stop,McCormick at Cabell,Expired Inspection,Warning,No,No,W,M,17,W,M
8/17/2019,Traffic Stop,Lee St,No Headlights,Warning,No,No,W,M,66,W,M
8/17/2019,Traffic Stop,,Fail to obey sign,Warning,No,No,W,F,20,W,M
8/17/2019,Traffic Stop,Alderman rd,Parked in roadway,Warning,No,No,A,M,23,W,M
8/18/2019,Traffic Stop,Emmet N,Improper entering highway,Warning,No,No,W,F,17,W,F
8/18/2019,Traffic Stop,Alderman at Minor,Fail to obey sign,Warning,No,No,A,M,32,W,F
8/19/2019,Traffic Stop,1619 University,No Headlights,Warning,No,No,A,M,18,W,M
8/19/2019,Traffic Stop,Shamrock/Stadium,No Headlights,Warning,No,No,W,F,19,W,M
8/20/2019,Traffic Stop,Crispell at Lee St,No Headlights,Warning,No,No,W,M,68,W,M
Date,Type,Location,Reason for Stop,Dispostion,"Search
Conducted?",Tow?,Race,Sex,Age,Ofc. Race,Ofc. Sex
8/20/2019,Traffic Stop,11th St,Fail to obey sign,Warning,No,No,A,M,37,W,M
8/20/2019,Traffic Stop,Pratt at Alderman,Speeding-paced (30/15),Warning,No,No,B,F,30,W,M
8/20/2019,Traffic Stop,Massie Rd at Farrish,Defective Equipment,Warning,No,No,W,F,30,W,M
8/21/2019,Traffic Stop,10th St,Speeding in parking lot,Warning,No,No,W,M,18,B,M
8/21/2019,Traffic Stop,Stadium at Whitehead,Speeding,Warning,No,No,B,F,22,W,M
8/21/2019,Traffic Stop,Rugby at Culbreth,Fail to obey sign,Warning,No,No,W,F,21,W,M
8/21/2019,Traffic Stop,Emmet at University,Right turn on red,Warning,No,No,B,M,34,W,M
8/22/2019,Traffic Stop,1210 Lee St,Fail to obey sign,Warning,No,No,unk,unk,unk,B,M
8/22/2019,Traffic Stop,McCormick at Emmet,Speeding,Warning,No,No,W,M,42,W,M
8/22/2019,Traffic Stop,382 McCormick,Speeding,Warning,No,No,W,M,46,W,M
8/22/2019,Traffic Stop,McComrick at Newcomb,Fail to obey sign,Warning,No,No,W,M,20,W,M
8/22/2019,Traffic Stop,University at 14th,Impeding Traffic,Warning,No,No,O,M,53,W,F
8/22/2019,Traffic Stop,1619 University,No Headlights,Warning,No,No,W,F,23,W,F
8/22/2019,Traffic Stop,210 Emmet St,Speeding,Warning,No,No,W,M,21,W,F
8/22/2019,Traffic Stop,520 Edgemont,Fail to obey sign,Warning,No,No,W,M,53,W,F
8/23/2019,Traffic Stop,913 W. Main St,Right turn on red,Warning,No,No,W,F,50,W,M
8/23/2019,Traffic Stop,Roosevelt Brown at W. Main,No Headlights,Warning,No,No,W,F,36,W,M
8/23/2019,Traffic Stop,450 Whitehead Rd,No Headlights,Warning,No,No,W,F,49,W,M
8/23/2019,Traffic Stop,555 McCormick,Right turn on red,Warning,No,No,W,M,52,W,M
8/23/2019,Traffic Stop,Lambeth Colonnade,Improper Display,Warning,No,No,W,F,34,W,M
8/24/2019,Traffic Stop,JPA/Brandon,Fail to obey sign,Warning,No,No,W,F,49,W,M
8/24/2019,Traffic Stop,Emmet at JPA,No Headlights,Warning,No,No,W,M,23,W,M
8/24/2019,Traffic Stop,525 McCormick Rd,Expired Inspection,Warning,No,No,B,F,40,W,M
8/24/2019,Traffic Stop,485 McComrick Rd,No Headlights,Warning,No,No,W,F,19,W,M
8/24/2019,Traffic Stop,Madison Ln at University,Left turn violation,Warning,No,No,W,F,65,W,M
8/24/2019,Traffic Stop,Lambeth Commons,Fail to obey sign,Warning,No,No,B,F,17,W,M
8/25/2019,Traffic Stop,University Ave,No Headlights,Warning,No,No,A,F,21,W,M
8/25/2019,Traffic Stop,Ivy Rd,No Headlights,Warning,No,No,B,F,unk,W,M
8/25/2019,Traffic Stop,University at Culbreth,Unsafe lane change,Warning,No,No,W,F,55,W,M
8/25/2019,Traffic Stop,Alderman at McCormick,No Headlights,Warning,No,No,A,M,19,W,M
8/26/2019,Traffic Stop,McCormick at Edgemont,Fail to obey sign,Warning,No,No,W,M,21,W,M
8/26/2019,Traffic Stop,Alderman at McCormick,Right turn on red,Warning,No,No,A,M,21,W,M
8/26/2019,Traffic Stop,Stadium at Whitehead,Fail to obey sign,Warning,No,No,B,M,35,W,F
8/26/2019,Traffic Stop,Whitehead at Alderman,Fail to obey sign,Warning,No,No,B,M,22,W,F
8/27/2019,Traffic Stop,Lee St,No Headlights,Warning,No,No,B,M,38,B,M
8/28/2019,Traffic Stop,Wertland at 14th St,Defective Equipment,Warning,No,No,W,F,21,W,M
8/28/2019,Traffic Stop,McCormick at Newcomb,Improper stopping,Warning,No,No,A,F,19,W,M
8/28/2019,Traffic Stop,Alderman at Treehouse,Fail to obey sign,Warning,No,No,W,M,27,W,M
8/28/2019,Traffic Stop,250 Hereford,No Headlights,Warning,No,No,W,F,51,W,M
Date,Type,Location,Reason for Stop,Dispostion,"Search
Conducted?",Tow?,Race,Sex,Age,Ofc. Race,Ofc. Sex
8/29/2019,Traffic Stop,2304 Ivy rd,FTY to pedestrians,Warning,No,No,W,M,38,W,M
8/29/2019,Traffic Stop,85 Engineers Way,No Headlights,Warning,No,No,W,M,35,W,M
9/1/2019,Traffic Stop,Rugby Rd,Turned when restricted,Warning,No,No,W,M,30,W,F
9/1/2019,Traffic Stop,McCormick Rd,Speeding,Warning,No,No,W,M,22,W,F
9/2/2019,Traffic Stop,University at Newcomb,Made illegal left turn,Warning,No,No,W,M,21,A,F
9/2/2019,Traffic Stop,Arlington at Millmont,Fail to obey sign,Warning,No,No,W,F,28,W,M
9/2/2019,Traffic Stop,University at Madison Ln,Defective Equipment,Warning,No,No,W,M,32,W,M
9/2/2019,Traffic Stop,Duffy Blvd,Fail to obey sign,Warning,No,No,W,M,50,W,M
9/2/2019,Traffic Stop,440 McCormick,Speeding,Warning,No,No,B,M,20,W,M
9/2/2019,Traffic Stop,Newcomb at Univeristy,Fail to observe lanes,Warning,No,No,B,M,33,W,M
9/2/2019,Traffic Stop,Copeley at Ivy,No helmet on passenger,Warning,No,No,W,M,18,B,M
9/3/2019,Traffic Stop,600 Massie Rd,Improper Stopping/U-Turn,Warning,No,No,W,M,20,W,M
9/3/2019,Traffic Stop,Thompson at Alderman,Unregistered Moped,Warning,No,No,W,M,19,W,M
9/3/2019,Traffic Stop,Morris Rd at Alderman,Speeding,Warning,No,No,W,M,25,W,M
9/3/2019,Traffic Stop,150 Chancellor St,Wrong way one way,Warning,No,No,W,F,20,W,M
9/3/2019,Traffic Stop,McCormick at Alderman,FTY Right of Way,Warning,No,No,W,F,21,B,M
9/4/2019,Traffic Stop,Brandon at JPA,No Helmet/Registration,Warning,No,No,W,M,20,W,M
9/4/2019,Traffic Stop,Emmet at Sprigg,No Headlights,Warning,No,No,W,F,22,W,M
9/4/2019,Traffic Stop,University at McCormick,No helmet on passenger,Warning,No,No,W,F,19,W,M
9/4/2019,Traffic Stop,Emmet at JPA,No Headlights,Warning,No,No,A,F,21,W,M
9/4/2019,Traffic Stop,Arlington at Emmet,Fail to obey light,Warning,No,No,W,M,31,W,M
9/5/2019,Traffic Stop,Massie/Farrish,Speeding,Warning,No,No,B,M,21,W,M
9/5/2019,Traffic Stop,530 McCormick,Speeding,Warning,No,No,W,M,19,W,M
9/5/2019,Traffic Stop,295 Massie,No Headlights,Warning,No,No,A,F,28,W,M
9/6/2019,Traffic Stop,Alumni Hall,No turn on red,Warning,No,No,W,F,19,W,M
9/6/2019,Traffic Stop,Gilmer Hall,FTY to Pedestrian,Warning,No,No,W,M,51,B,M
9/7/2019,Traffic Stop,University at Newcomb,Fail to obey sign,Warning,No,No,B,F,41,W,M
9/7/2019,Traffic Stop,Massie at Leanard Sanridge,Expired Registration,Warning,No,No,W,F,55,W,M
9/7/2019,Traffic Stop,Massie at Faulkner,Defective Equipment,Warning,No,No,W,M,66,W,M
9/7/2019,Traffic Stop,Alderman at Minor,No Headlights,Warning,No,No,B,M,19,W,M
9/7/2019,Traffic Stop,1826 University Ave,Fail to obey light,Warning,No,No,W,F,58,W,M
9/7/2019,Traffic Stop,351 McCormick Rd,No Headlights,Warning,No,No,B,F,20,W,M
9/8/2019,Traffic Stop,University Ave,Defective Equipment,Warning,No,No,B,M,31,W,M
9/8/2019,Traffic Stop,McCormick Rd,Speeding,Warning,No,No,W,M,19,W,M
9/9/2019,Traffic Stop,Ivy Rd at Emmet S,No right on red,Warning,No,No,B,M,46,W,M
9/9/2019,Traffic Stop,Hospital Dr,Moped on sidewalk,Warning,No,No,W,F,21,W,M
9/9/2019,Traffic Stop,Emmet S,FTY to Pedestrian,Warning,No,No,A,M,21,W,M
9/9/2019,Traffic Stop,570 Edgemont Rd,Expired Registration,Warning,No,No,W,F,75,B,M
9/11/2019,Traffic Stop,Lane Rd at Crispell,Defective Equipment,Warning,No,No,W,F,70,W,M
Date,Type,Location,Reason for Stop,Dispostion,"Search
Conducted?",Tow?,Race,Sex,Age,Ofc. Race,Ofc. Sex
9/11/2019,Traffic Stop,University Ave,FTY to Pedestrian,Warning,No,No,W,M,30,B,M
9/12/2019,Traffic Stop,JPA,Expired Registration,Warning,No,No,B,F,23,W,M
9/12/2019,Traffic Stop,JPA at Lee,Fail to obey light,Warning,No,No,W,F,19,W,M
9/13/2019,Traffic Stop,University at Emmet S,No Headlights,Warning,No,No,I,F,20,W,M
9/16/2019,Traffic Stop,Alderman at Twyman,No Headlights,Warning,No,No,B,F,23,W,M
9/16/2019,Traffic Stop,Arlington at Millmont,Fail to obey sign,Warning,No,No,W,M,22,W,M
9/17/2019,Traffic Stop,Emmet St/Sprigg Ln,No Headlights,Warning,No,No,W,F,20,W,M
9/17/2019,Traffic Stop,McCormick/Poe Alley,Speeding,Warning,No,No,W,F,19,W,M
9/17/2019,Traffic Stop,155 Rugby Rd,No Headlights,Warning,No,No,A,M,20,W,M
9/17/2019,Traffic Stop,2401 Arlington,Fail to obey sign,Warning,No,No,W,M,61,W,M
9/17/2019,Traffic Stop,204 Emmet St,Fail to obey sign,Warning,No,No,W,F,76,W,M
9/18/2019,Traffic Stop,Lambeth Ln,Riding scooter on sidewalk,Warning,No,No,W,F,21,W,M
9/18/2019,Traffic Stop,2400 Arlington Blvd,Fail to obey sign,Warning,No,No,W,F,24,B,M
9/18/2019,Traffic Stop,Massie at Arlington,Expired Registration,Warning,No,No,W,F,31,B,M
9/18/2019,Traffic Stop,Ivy Rd at Emmet S,Right on red,Warning,No,No,B,F,21,W,M
9/20/2019,Traffic Stop,Emmet St S,No Headlights,Warning,No,No,A,F,23,W,M
9/20/2019,Traffic Stop,McCormick/Alderman,Expired Registration,Warning,No,No,B,M,21,W,M
9/21/2019,Traffic Stop,1517 University,No helmet on moped,Warning,No,No,W,M,33,W,M
9/22/2019,Traffic Stop,440 McCormick,No Headlights,Warning,No,No,W,M,38,W,M
9/22/2019,Traffic Stop,440 McCormick,No right on red,Warning,No,No,A,M,35,W,M
9/22/2019,Traffic Stop,382 McCormick,Speeding,Warning,No,No,W,F,20,W,M
9/23/2019,Traffic Stop,136 University Gardens,No Headlights,Warning,No,No,W,M,29,W,M
9/23/2019,Traffic Stop,211 Emmet St,No Registration,Warning,No,No,W,M,19,B,M
9/24/2019,Traffic Stop,Crispell Dr,No Headlights,Warning,No,No,W,M,24,B,M
9/24/2019,Traffic Stop,1936 Arlington,Expired Registration,Warning,No,No,W,M,69,B,M
9/25/2019,Traffic Stop,248 McCormick,No Headlights,Warning,No,No,A,M,26,W,M
9/25/2019,Traffic Stop,941 Emmet St,Speeding,Warning,No,No,W,F,59,W,M
9/27/2019,Traffic Stop,Lee at 11th St,Fail to obey sign,Warning,No,No,unk,unk,unk,B,M
9/27/2019,Traffic Stop,Emmet St/Lambeth,Fail to obey light,Warning,No,No,A,F,22,W,M
9/27/2019,Traffic Stop,1035 Emmet St,No Headlights,Warning,No,No,B,M,31,W,M
9/27/2019,Traffic Stop,1027 Emmet St,No Headlights,Warning,No,No,B,M,19,W,M
9/28/2019,Traffic Stop,853 W. Main St,Right on red,Warning,No,No,B,M,40,W,F
9/28/2019,Traffic Stop,Roosevelt Brown,No Headlights,Warning,No,No,W,F,56,B,M
9/28/2019,Traffic Stop,1210 Lee St,Fail to obey sign,Warning,No,No,W,F,36,B,M
9/28/2019,Traffic Stop,McCormick at Alderman,Fail to obey sign,Warning,No,No,W,M,30,W,M
9/28/2019,Traffic Stop,Emmet/Ivy,Fail to obey sign,Warning,No,No,W,F,24,W,M
9/30/2019,Traffic Stop,440 McCormick,No Headlights,Warning,No,No,A,F,21,W,M
9/30/2019,Traffic Stop,Lane Rd at Crispell,Expired Registration,Warning,No,No,W,F,53,W,M
10/1/2019,Traffic Stop,Roosevelt Brown,Fail to obey sign,Warning,No,No,W,F,31,W,M
Date,Type,Location,Reason for Stop,Dispostion,"Search
Conducted?",Tow?,Race,Sex,Age,Ofc. Race,Ofc. Sex
10/1/2019,Traffic Stop,941 Emmet St,No Headlights,Warning,No,No,W,M,20,W,M
10/1/2019,Traffic Stop,Massie at Farrish,No Headlights,Warning,No,No,W,F,20,W,M
10/2/2019,Traffic Stop,S. Emmet at Stadium,No Headlights,Warning,No,No,O,M,29,B,M
10/2/2019,Traffic Stop,University Ave,No Headlights,Warning,No,No,W,F,27,W,M
10/3/2019,Traffic Stop,440 McCormick Rd,Fail to yield ROW,Warning,No,No,W,M,20,W,M
10/3/2019,Traffic Stop,145 McCormick,Fail to obey sign,Warning,No,No,B,M,25,W,M
10/3/2019,Traffic Stop,Alderman/Treehouse,Speeding,Warning,No,No,W,F,18,W,M
10/3/2019,Traffic Stop,McCormick at Emmet,No Headlights,Warning,No,No,W,F,20,W,M
10/3/2019,Traffic Stop,McCormick at Alderman,Improper Passing,Warning,No,No,W,M,64,W,M
10/3/2019,Traffic Stop,JPA/Brandon,No Headlights,Warning,No,No,W,F,54,W,M
10/3/2019,Traffic Stop,999 Grove St,red Inspection (Notice of Suspen,Warning,No,No,B,M,51,B,M
10/3/2019,Traffic Stop,2101 Arlington,Fail to obey sign,Warning,No,No,W,F,24,W,M
10/4/2019,Traffic Stop,McCormick at Alderman,Fail to obey light,Warning,No,No,W,M,23,B,M
10/5/2019,Traffic Stop,Emmet at Arlington,Speeding,Warning,No,No,A,M,28,W,M
10/5/2019,Traffic Stop,130 Culbreth Rd,Fail to obey sign,Warning,No,No,W,M,24,W,M
10/5/2019,Traffic Stop,Alderman at Ivy,Expired Registration,Warning,No,No,W,M,21,W,M
10/5/2019,Traffic Stop,Rugby at Grady,No Headlights,Warning,No,No,B,M,22,W,M
10/5/2019,Traffic Stop,2212 Ivy Rd,No Tailight,Warning,No,No,H,M,67,W,M
10/6/2019,Traffic Stop,Alrington at Emmet St,Fail to obey sign,Warning,No,No,B,M,53,W,M
10/6/2019,Traffic Stop,1928 Arlington,Fail to obey sign,Warning,No,No,W,M,26,W,M
10/6/2019,Traffic Stop,1619 University Ave,No Headlights,Warning,No,No,W,F,25,W,M
10/7/2019,Traffic Stop,Alderman Rd,Speeding,Warning,No,No,W,F,18,W,M
10/7/2019,Traffic Stop,Massie Rd,Speeding,Warning,No,No,B,M,22,W,M
10/8/2019,Traffic Stop,McCormick at Bonnycastle,Defective Equipment,Warning,No,No,U,M,63,W,M
10/8/2019,Traffic Stop,McCormick at Bonnycastle,No Headlights,Warning,No,No,W,M,21,W,M
10/8/2019,Traffic Stop,575 Alderman,Speeding,Warning,No,No,W,M,60,B,M
10/8/2019,Traffic Stop,Emmet at Stadium,No Headlights,Warning,No,No,A,M,20,W,M
10/8/2019,Traffic Stop,500 Blk McCormick,No Headlights,Warning,No,No,W,M,54,W,M
10/8/2019,Traffic Stop,Hereford Dr,Fail to obey sign,Warning,No,No,W,M,53,W,M
10/9/2019,Traffic Stop,Alderman at Maury,Speeding,Warning,No,No,B,M,22,W,M
10/10/2019,Traffic Stop,George Welsh at Alderman,Improper Stopping,Warning,No,No,W,F,20,W,M
10/10/2019,Traffic Stop,Grady at Preston,Expired Registration,Warning,No,No,W,F,58,W,M
10/10/2019,Traffic Stop,Emmet at University,Fail to obey sign,Warning,No,No,W,M,53,W,M
10/10/2019,Traffic Stop,McCormick at McCormick,Speeding,Warning,No,No,B,M,22,W,M
10/10/2019,Traffic Stop,Alderman at Stadium,Fail to obey sign,Warning,No,No,W,F,24,W,M
10/10/2019,Traffic Stop,Alderman at McCormick,Fail to obey light,Warning,No,No,W,F,21,W,M
10/10/2019,Traffic Stop,Massie at Arlington,Fail to obey sign,Warning,No,No,W,F,23,W,M
10/10/2019,Traffic Stop,Massie and Copeley,Expired Inspection,Warning,No,No,W,F,40,W,M
10/10/2019,Traffic Stop,Massie at Arlington,Fail to obey sign,Warning,No,No,W,M,46,W,M
Date,Type,Location,Reason for Stop,Dispostion,"Search
Conducted?",Tow?,Race,Sex,Age,Ofc. Race,Ofc. Sex
10/10/2019,Traffic Stop,Massie at Arlington,Fail to obey sign,Warning,No,No,W,M,25,W,M
10/11/2019,Traffic Stop,McCormick at Emmet,Crossed yellow line,Warning,No,No,W,F,22,W,F
