Date,Type,Location,Reason for Stop,Dispostion,"Search
10/11/2019,Traffic Stop,248 McCormick,Fail to obey sign,Warning,No,No,W,F,19,B,M
10/12/2019,Traffic Stop,400 Brandon Ave,Expired Registration,Warning,No,No,A,M,23,B,M
10/13/2019,Traffic Stop,400 Emmet St,Speeding,Warning,No,No,W,M,21,B,M
10/14/2019,Traffic Stop,Alderman at Treehouse,Improper Stopping,Warning,No,No,A,M,21,W,M
10/14/2019,Traffic Stop,McCormick at Hancock,Improper Stopping,Warning,No,No,W,M,23,W,M
10/14/2019,Traffic Stop,Alderman at Treehouse,Fail to obey sign,Warning,No,No,B,M,27,W,M
10/15/2019,Traffic Stop,14th at Wertland,Improper Stopping,Warning,No,No,W,F,20,W,M
10/15/2019,Traffic Stop,Massie at Farrish,Moped pass w/o helmet,Warning,No,No,W,M,19,W,M
10/15/2019,Traffic Stop,1815 Stadium Rd,No Headlights,Warning,No,No,W,M,33,W,M
10/16/2019,Traffic Stop,1100 W. Main,No Headlights,Warning,No,No,W,M,28,W,M
10/16/2019,Traffic Stop,Brandon at JPA,Improper Driving,Warning,No,No,W,M,40,W,F
10/16/2019,Traffic Stop,1001 Emmet St,No Headlights,Warning,No,No,B,M,29,B,M
10/16/2019,Traffic Stop,Crispell/Lee,Defective Equipment,Warning,No,No,B,F,37,W,M
10/16/2019,Traffic Stop,1619 University Ave,No Headlights,Warning,No,No,W,F,19,W,M
10/16/2019,Traffic Stop,14th at University,Fail to obey light,Warning,No,No,W,M,30,W,M
10/16/2019,Traffic Stop,Alderman at Pratt,No Headlights,Warning,No,No,W,M,22,W,M
10/16/2019,Traffic Stop,W.Main at Roosevelt Brown,Fail to obey sign,Warning,No,No,B,F,35,B,M
10/16/2019,Traffic Stop,530 McCormick Rd,Fail to obey sign,Warning,No,No,W,M,19,B,M
10/16/2019,Traffic Stop,W.Main at Roosevelt Brown,Fail to obey sign,Warning,No,No,W,M,71,B,M
10/17/2019,Traffic Stop,JPA at Lane,No Helmet,Warning,No,No,W,M,21,W,M
10/17/2019,Traffic Stop,14th at Gordon,Fail to obey sign,Warning,No,No,W,M,55,W,F
10/17/2019,Traffic Stop,450 Whitehead,Fail to obey sign,Warning,No,No,W,F,35,B,M
10/18/2019,Traffic Stop,McCormick at Bonnycastle,Improper Stopping,Warning,No,No,W,F,35,W,M
10/18/2019,Traffic Stop,University ave at Newcomb,Defective Equipment,Warning,No,No,W,F,42,W,M
10/18/2019,Traffic Stop,Arlington at Massie,Fail to obey sign,Warning,No,No,W,M,53,W,M
10/18/2019,Traffic Stop,Alderman Rd,Speeding,Warning,No,No,B,M,19,W,M
10/18/2019,Traffic Stop,UVA Cemetary,Expired Registration,Warning,No,No,W,M,32,W,M
10/18/2019,Traffic Stop,McCormick/Alderman,Expired Inspection,Warning,No,No,H,M,32,W,M
10/19/2019,Traffic Stop,Emmet St at Stadium,No Headlights,Warning,No,No,H,F,24,W,M
10/19/2019,Traffic Stop,1619 University Ave,Improper Stopping,Warning,No,No,W,M,50,W,M
10/19/2019,Traffic Stop,Arlington at Massie,Fail to obey sign,Warning,No,No,W,M,53,W,M
10/20/2019,Traffic Stop,Ivy Rd,Expired Inspection,Warning,No,No,W,M,47,W,M
10/20/2019,Traffic Stop,Massie at Arlington,Fail to obey sign,Warning,No,No,W,M,20,W,M
10/20/2019,Traffic Stop,Massie at Arlington,Fail to obey sign,Warning,No,No,W,M,20,W,M
10/21/2019,Traffic Stop,Alderman at Thomson,No Headlights,Warning,No,No,W,M,20,W,M
10/21/2019,Traffic Stop,McCormick at Hancock,No Headlights,Warning,No,No,W,M,18,W,M
10/21/2019,Traffic Stop,Ivy at Colonnade,Improper Lane Change,Warning,No,No,B,M,50,W,F
Date,Type,Location,Reason for Stop,Dispostion,"Search
Conducted?",Tow?,Race,Sex,Age,Ofc. Race,Ofc. Sex
10/21/2019,Traffic Stop,McCormick Rd,Speeding,Warning,No,No,W,F,19,B,M
10/21/2019,Traffic Stop,McCormick at University,Right on red,Warning,No,No,W,F,39,B,M
10/21/2019,Traffic Stop,11th St,Expired Registration,Warning,No,No,W,F,57,B,M
10/23/2019,Traffic Stop,Massie at Copeley,Defective Equipment,Warning,No,No,B,F,21,W,M
10/23/2019,Traffic Stop,1815 Stadium Rd,No Headlights,Warning,No,No,A,M,23,W,M
10/23/2019,Traffic Stop,Whitehead at Alderman,Fail to obey sign,Warning,No,No,B,F,48,W,M
10/24/2019,Traffic Stop,Faulkner Way/Massie,Defective Equipment,Warning,No,No,A,M,28,W,M
10/25/2019,Traffic Stop,Old Ivy at Ivy,No Headlights,Warning,No,No,A,F,28,W,M
10/25/2019,Traffic Stop,University at Hospital,FTY Right of Way,Warning,No,No,W,F,20,W,M
10/25/2019,Traffic Stop,Massie Rd,Bike ran red light,Warning,No,No,A,M,20,W,M
10/26/2019,Traffic Stop,McCormick/Bonnycastle,Speeding,Warning,No,No,W,F,21,B,M
10/26/2019,Traffic Stop,Emmet St,Expired Inspection,Warning,No,No,B,M,26,B,M
10/28/2019,Traffic Stop,McCormick at Alderman,Defective Equipment,Warning,No,No,B,M,32,W,M
10/29/2019,Traffic Stop,1619 University Ave,il to obey markings/defective eq,Warning,No,No,B,M,27,W,M
10/29/2019,Traffic Stop,Alderman at Treehouse,Speeding,Warning,No,No,W,F,24,W,M
10/29/2019,Traffic Stop,Alderman at Treehouse,Speeding,Warning,No,No,W,F,18,W,M
10/29/2019,Traffic Stop,Stadium at Emmet,No Headlights,Warning,No,No,W,F,22,W,M
10/29/2019,Traffic Stop,Ivy at Alderman,Fail to obey sign,Warning,No,No,W,F,32,W,M
10/29/2019,Traffic Stop,2420 Arlington,Fail to obey sign,Warning,No,No,A,F,30,W,M
10/30/2019,Traffic Stop,210 Emmet St,"ing too close, improper passing,",Warning,No,No,W,F,22,B,M
10/30/2019,Traffic Stop,395 McCormick,Fail to obey sign,Warning,No,No,W,F,27,B,M
10/30/2019,Traffic Stop,2117 Ivy Rd,Fail to obey sign,Warning,No,No,W,M,49,B,M
10/31/2019,Traffic Stop,Ivy at 7-11,Fail to obey sign,Warning,No,No,B,M,42,B,M
10/31/2019,Traffic Stop,Hereford at McCormick,Fail to obey sign,Warning,No,No,W,F,27,W,M
10/31/2019,Traffic Stop,Rugby Rd,Fail to obey sign,Warning,No,No,W,M,36,W,M
10/31/2019,Traffic Stop,Chancellor at University,FTY Right of Way,Warning,No,No,W,M,26,W,M
11/1/2019,Traffic Stop,Alderman Rd,Moped pass w/o helmet,Warning,No,No,W,M,18,W,M
11/2/2019,Traffic Stop,Newcomb at McCormick,Speeding,Warning,No,No,A,F,22,W,M
11/2/2019,Traffic Stop,Alderman at Copeley,Expired Registration,Warning,No,No,A,M,26,W,M
11/2/2019,Traffic Stop,Ivy at Alderman,Improper Display,Warning,No,No,A,M,26,W,M
11/2/2019,Traffic Stop,Newcomb Rd,Fail to obey sign,Warning,No,No,A,F,22,B,M
11/2/2019,Traffic Stop,Rugby at University,Fail  to obey sign,Warning,No,No,W,F,20,B,M
11/3/2019,Traffic Stop,McCormick Rd,Speeding,Warning,No,No,W,F,64,W,M
11/4/2019,Traffic Stop,Lambeth at Rugby,Driving on sidewalk,Warning,No,No,W,F,20,W,M
11/4/2019,Traffic Stop,Alderman at Minor,Expired Inspection/no headlights,Warning,No,No,W,F,38,B,M
11/4/2019,Traffic Stop,University at Culbreth,FTY Right of Way,Warning,No,No,W,M,34,W,M
11/4/2019,Traffic Stop,11 W. Main St,Expired Registration,Warning,No,No,W,M,23,B,M
11/5/2019,Traffic Stop,Newcomb at University,No Headlights,Warning,No,No,B,F,48,W,M
11/5/2019,Traffic Stop,155 Rugby,No Headlights,Warning,No,No,U,M,19,W,M
Date,Type,Location,Reason for Stop,Dispostion,"Search
Conducted?",Tow?,Race,Sex,Age,Ofc. Race,Ofc. Sex
11/5/2019,Traffic Stop,Lambeth at University Way,Driving on sidewalk,Warning,No,No,W,M,21,W,M
11/5/2019,Traffic Stop,McCormick at Emmet,unk,Warning,No,No,unk,unk,unk,B,M
11/6/2019,Traffic Stop,400 Emmet St,No Headlights,Warning,No,No,W,F,20,W,M
11/6/2019,Traffic Stop,Emmet at Thompson,Right turn where forbidden,Warning,No,No,B,F,25,W,M
11/7/2019,Traffic Stop,McCormick/Bonnycastle,Expired Registration,Warning,No,No,W,M,23,W,M
11/7/2019,Traffic Stop,180 McCormick,Improper Stopping,Warning,No,No,W,M,63,W,M
11/7/2019,Traffic Stop,14th St at Wertland,No Headlights,Warning,No,No,W,M,19,W,M
11/7/2019,Traffic Stop,McCormick at Alderman,Fail to obey sign,Warning,No,No,H,M,25,B,M
11/8/2019,Traffic Stop,University at Culbreth,No Headlights,Warning,No,No,W,F,19,W,M
11/8/2019,Traffic Stop,2025 Ivy,Fail to obey lane markings,Warning,No,No,W,M,22,W,M
11/9/2019,Traffic Stop,University at McCormick,Fail to obey sign,Warning,No,No,W,F,59,W,M
11/9/2019,Traffic Stop,University at Newcomb,Fail to obey sign,Warning,No,No,W,M,33,W,M
11/9/2019,Traffic Stop,Emmet at Lambeth,Passenger hanging out window,Warning,No,No,B,M,22,W,M
11/9/2019,Traffic Stop,McCormick at Alderman,Fail to obey sign,Warning,No,No,O,M,24,W,M
11/9/2019,Traffic Stop,University at Sprigg,Improper use of lane,Warning,No,No,W,M,65,W,M
11/9/2019,Traffic Stop,Crispell at Monroe,Fail to obey sign,Warning,No,No,A,M,25,W,M
11/9/2019,Traffic Stop,1815 Stadium,No Headlights,Warning,No,No,W,M,20,W,M
11/10/2019,Traffic Stop,445 Rugby,Driving on sidewalk,Warning,No,No,W,F,19,W,M
11/10/2019,Traffic Stop,445 Rugby,Driving on sidewalk,Warning,No,No,W,F,19,W,M
11/10/2019,Traffic Stop,1222 JPA,No Headlights,Warning,No,No,W,M,53,B,M
11/10/2019,Traffic Stop,Emmet at Sprigg,Fail to obey sign,Warning,No,No,W,F,24,W,M
11/11/2019,Traffic Stop,235 McCormick,Improper Stopping,Warning,No,No,A,M,21,W,M
11/12/2019,Traffic Stop,McCormick at Bonnycastle,Improper Stopping,Warning,No,No,W,F,35,W,M
11/12/2019,Traffic Stop,Cameron at Ivy,No Headlights,Warning,No,No,W,F,21,W,M
11/12/2019,Traffic Stop,Alderman at Ivy,Crossed double yellow,Warning,No,No,W,M,25,W,M
11/13/2019,Traffic Stop,235 Hereford,Speeding,Warning,No,No,W,F,51,B,M
11/15/2019,Traffic Stop,W.Main at 11th St,Defective Equipment,Warning,No,No,B,M,34,W,M
11/15/2019,Traffic Stop,McCormick at Hancock,Improper Stopping,Warning,No,No,B,M,32,W,M
11/15/2019,Traffic Stop,300 Massie Rd,illegal U-turn,Warning,No,No,W,M,23,W,M
11/15/2019,Traffic Stop,Alderman at McCormick,Turn right on red,Warning,No,No,W,M,38,B,M
11/16/2019,Traffic Stop,525 McCormick Rd,Fail to obey sign,Warning,No,No,B,F,20,W,M
11/16/2019,Traffic Stop,2000 Ivy Rd,Fail to obey sign,Warning,No,No,B,M,55,W,M
11/16/2019,Traffic Stop,Rugby at Grady,Expired Registration,Warning,No,No,W,M,26,W,M
11/16/2019,Traffic Stop,917 Preston,Expired Registration,Warning,No,No,W,M,48,W,M
11/16/2019,Traffic Stop,250/Leanard Sandridge,illegal U-turn,Warning,No,No,W,F,63,W,M
11/16/2019,Traffic Stop,McCormick at Alderman,unk,Warning,No,No,B,F,29,B,M
11/16/2019,Traffic Stop,John at 14th St,FTY Right of Way,Warning,No,No,W,F,22,B,M
11/16/2019,Traffic Stop,McCormick at Alderman,unk,Warning,No,No,W,F,54,B,M
11/17/2019,Traffic Stop,Newcomb at University,Defective Equipment,Warning,No,No,B,M,22,W,M
Date,Type,Location,Reason for Stop,Dispostion,"Search
Conducted?",Tow?,Race,Sex,Age,Ofc. Race,Ofc. Sex
11/17/2019,Traffic Stop,580 Massie Rd,Expired Registration,Warning,No,No,W,F,27,W,M
11/17/2019,Traffic Stop,University at Culbreth,Ilegal left turn,Warning,No,No,W,M,57,W,M
11/18/2019,Traffic Stop,1404 University Ave,No Headlights,Warning,No,No,W,F,20,W,M
11/18/2019,Traffic Stop,300 Blk McCormick Rd,Fail to obey light,Warning,No,No,W,M,28,B,M
11/19/2019,Traffic Stop,JPA/Lane,Improper Stopping,Warning,No,No,W,M,25,W,M
11/19/2019,Traffic Stop,Alderman at Ivy,Fail to obey lane markings,Warning,No,No,W,M,23,W,F
11/19/2019,Traffic Stop,McCormick at Emmet,Defective Equipment/Texting,Warning,No,No,B,M,25,W,M
11/19/2019,Traffic Stop,University/Chancellor,Trade Dress Violation,Warning,No,No,W,M,40,W,M
11/20/2019,Traffic Stop,McCormick at Alderman,Right on red,Warning,No,No,B,M,40,W,M
11/20/2019,Traffic Stop,UPD,Defective Break Light,Warning,No,No,B,M,30,W,M
11/21/2019,Traffic Stop,Monroe at JPA,Fail to obey sign,Warning,No,No,B,M,52,W,M
11/21/2019,Traffic Stop,W.Main at 11th St,Defective Equipment,Warning,No,No,W,F,28,W,M
11/21/2019,Traffic Stop,JPA at Lee St,No Headlights,Warning,No,No,W,F,20,W,M
11/21/2019,Traffic Stop,JPA at Ruppel,No Headlights,Warning,No,No,A,M,22,W,M
11/21/2019,Traffic Stop,109 Culbreth,Improper Stopping,Warning,No,No,W,F,20,W,M
11/21/2019,Traffic Stop,Emmet St,Driver crossed over lane,Warning,No,No,W,F,35,B,M
11/23/2019,Traffic Stop,1200 W. Main St,Wrong way one way,Warning,No,No,W,M,29,W,M
11/23/2019,Traffic Stop,Massie Rd,No Headlights,Warning,No,No,I,M,28,W,M
11/23/2019,Traffic Stop,601 Preseton,Fail to obey light,Warning,No,No,W,M,59,W,M
11/24/2019,Traffic Stop,University at Chancellor,Improper Stopping,Warning,No,No,W,F,67,W,M
11/24/2019,Traffic Stop,Lambeth Commons,No Headlights,Warning,No,No,W,M,21,W,M
11/25/2019,Traffic Stop,Lee St at Crispell,Fail to obey sign,Warning,No,No,B,M,54,W,M
11/26/2019,Traffic Stop,Lee St at Roosevelt,Fail to obey sign,Warning,No,No,B,F,21,W,M
11/26/2019,Traffic Stop,JPA,Defective Equipment,Warning,No,No,W,M,27,W,M
11/26/2019,Traffic Stop,Massie at Farrish,Expired Inspection,Warning,No,No,W,F,25,W,M
11/27/2019,Traffic Stop,210 Emmet St,Fail to obey sign,Warning,No,No,W,M,63,W,M
11/29/2019,Traffic Stop,McCormick at Alderman,Impropper Stopping,Warning,No,No,B,M,59,W,M
11/29/2019,Traffic Stop,1827 University Ave,Impropper Stopping,Warning,No,No,B,M,32,W,M
11/29/2019,Traffic Stop,1210 Lee St,Fail to obey sign,Warning,No,No,W,F,42,W,M
11/29/2019,Traffic Stop,Grove St at Roosevelt,Fail to obey sign,Warning,No,No,W,M,31,W,M
11/30/2019,Traffic Stop,McCormick Rd,Speeding,Warning,No,No,W,M,21,W,M
12/1/2019,Traffic Stop,1619 University Ave,Expired Registration,Warning,No,No,W,M,19,W,M
12/1/2019,Traffic Stop,415 9th St,No Headlights,Warning,No,No,W,F,23,W,M
12/1/2019,Traffic Stop,1329 W. Main St,Healight Out,Warning,No,No,W,M,20,W,M
12/1/2019,Traffic Stop,121 Maury Ave,Fail to obey sign,Warning,No,No,A,M,21,W,M
12/1/2019,Traffic Stop,117 11th St,No Headlights,Warning,No,No,W,F,19,W,M
12/1/2019,Traffic Stop,901 Emmet St,No front license plate,Warning,No,No,B,F,20,W,M
12/2/2019,Traffic Stop,2400 Ivy Rd,FTY Right Away,Warning,No,No,W,M,27,W,M
12/3/2019,Traffic Stop,Ivy at Alderman,Speeding,Warning,No,No,B,M,31,W,M
Date,Type,Location,Reason for Stop,Dispostion,"Search
Conducted?",Tow?,Race,Sex,Age,Ofc. Race,Ofc. Sex
12/3/2019,Traffic Stop,McCormick Rd,Speeding,Warning,No,No,A,M,21,W,M
12/3/2019,Traffic Stop,210 Emmet St,Right on red,Warning,No,No,W,M,45,B,M
12/4/2019,Traffic Stop,14th at Wertland,No Headlights,Warning,No,No,W,F,20,W,M
12/4/2019,Traffic Stop,University at Rugby,Improper Display,Warning,No,No,W,M,20,W,M
12/4/2019,Traffic Stop,University at Chancellor,Helmet law violation,Warning,No,No,W,F,20,W,M
12/4/2019,Traffic Stop,200 15th St,No Headlights,Warning,No,No,W,M,19,W,M
12/4/2019,Traffic Stop,Alderman at Whitehead,No Headlights,Warning,No,No,A,F,18,W,M
12/4/2019,Traffic Stop,Millmont at Arlington,Fail to obey light,Warning,No,No,W,F,23,B,M
12/5/2019,Traffic Stop,Emmet at Sprigg,Unlawful Lighting,Warning,No,No,W,F,41,W,M
12/6/2019,Traffic Stop,1035 Millmont,Expired Inspection,Warning,No,No,W,M,43,B,M
12/6/2019,Traffic Stop,160 McCormick,Fail to obey sign,Warning,No,No,B,M,86,B,M
12/7/2019,Traffic Stop,Ivy Rd at Golf Course Dr,Speeding,Warning,No,No,W,F,58,W,M
12/7/2019,Traffic Stop,Emmet St N,No Headlights,Warning,No,No,W,F,20,W,M
12/7/2019,Traffic Stop,2025 Ivy Rd,Expired Registration,Warning,No,No,W,F,40,B,M
12/8/2019,Traffic Stop,2304 Ivy,No Headlights,Warning,No,No,W,M,24,W,M
12/8/2019,Traffic Stop,Alderman At Treehouse,Expired Inspection,Warning,No,No,W,F,39,B,M
12/9/2019,Traffic Stop,Massie at Darden,No Headlights,Warning,No,No,W,F,35,W,M
12/9/2019,Traffic Stop,160 McCormick,Illegal left turn,Warning,No,No,B,F,21,W,M
12/9/2019,Traffic Stop,Arlington at Millmont,Fail to obey sign,Warning,No,No,A,F,26,W,M
12/9/2019,Traffic Stop,1401 University Ave,No Headlights,Warning,No,No,W,F,39,W,M
12/9/2019,Traffic Stop,W. Main at 10th,No Headlights,Warning,No,No,W,F,28,W,M
12/9/2019,Traffic Stop,Massie at Arlington,Fail to obey sign,Warning,No,No,W,M,35,W,M
12/10/2019,Traffic Stop,941 Emmet St,No Headlights,Warning,No,No,B,F,20,W,M
12/10/2019,Traffic Stop,Wertland at 11th St,No Headlights,Warning,No,No,A,M,35,W,M
12/10/2019,Traffic Stop,Arlington,Fail to obey sign,Warning,No,No,W,M,52,W,M
12/10/2019,Traffic Stop,Arlington,Fail to obey sign,Warning,No,No,W,M,30,W,M
12/10/2019,Traffic Stop,201 Sprigg Ln,Fail to obey sign,Warning,No,No,W,M,58,W,M
12/11/2019,Traffic Stop,JPA/Lane,Fail to obey light,Warning,No,No,B,M,63,W,M
12/11/2019,Traffic Stop,Ivy at Cameron,Illegal lane change,Warning,No,No,W,M,54,B,M
12/12/2019,Traffic Stop,Alderman Rd,No right on red,Warning,No,No,W,F,56,B,M
12/12/2019,Traffic Stop,JPA,No Headlights,Warning,No,No,B,M,54,W,M
12/13/2019,Traffic Stop,McCormick at Hancock,Defective Equipment,Warning,No,No,W,F,55,W,M
12/13/2019,Traffic Stop,1215 Lee St,No Headlights,Warning,No,No,W,M,64,W,M
12/13/2019,Traffic Stop,Virginia Ave at 14th St,Improper Display,Warning,No,No,B,M,30,W,M
12/13/2019,Traffic Stop,University at Rugby,Right on red,Warning,No,No,W,F,65,B,M
12/14/2019,Traffic Stop,Massie Rd,Improper Stopping,Warning,No,No,W,M,60,W,M
12/14/2019,Traffic Stop,1015 Massie Rd,Fail to obey sign,Warning,No,No,W,F,38,W,M
12/14/2019,Traffic Stop,McCormick Rd,Speeding,Warning,No,No,W,M,20,B,M
12/15/2019,Traffic Stop,Emmet at Ivy,Expired Inspection,Warning,No,No,W,M,62,W,M
Date,Type,Location,Reason for Stop,Dispostion,"Search
Conducted?",Tow?,Race,Sex,Age,Ofc. Race,Ofc. Sex
12/15/2019,Traffic Stop,JPA at Lee,Defective Equipment,Warning,No,No,W,M,52,W,M
12/15/2019,Traffic Stop,450 Whitehead,No Headlights,Warning,No,No,W,M,18,W,M
12/15/2019,Traffic Stop,Alderman at Leake,No Headlights,Warning,No,No,W,F,19,W,M
12/15/2019,Traffic Stop,417 Emmet St,Speeding,Warning,No,No,B,F,19,W,M
12/15/2019,Traffic Stop,Media Lot,No Headlights,Warning,No,No,A,M,24,W,M
12/15/2019,Traffic Stop,2025 Ivy Rd,Defective Equipment,Warning,No,No,W,M,20,W,M
12/15/2019,Traffic Stop,Lane Rd,Fail to obey sign,Warning,No,No,W,F,44,W,M
12/15/2019,Traffic Stop,Lee at Crispell,Fail to obey sign,Warning,No,No,W,F,25,W,M
12/15/2019,Traffic Stop,Rugby at Culbreth,Fail to obey sign,Warning,No,No,B,F,20,W,M
12/15/2019,Traffic Stop,Crispell,Expired Registration,Warning,No,No,W,M,46,W,M
12/15/2019,Traffic Stop,Alderman At Treehouse,Right on red,Warning,No,No,W,M,48,B,M
12/16/2019,Traffic Stop,Culbreth at University,No Lic Plate-Moped,Warning,No,No,W,M,35,W,M
12/17/2019,Traffic Stop,Emmet at Arlington,Fail to maintain lane,Warning,No,No,W,M,70,W,M
12/18/2019,Traffic Stop,Lee St,No Headlights,Warning,No,No,W,M,57,W,M
12/18/2019,Traffic Stop,University Ave,Defective Equipment,Warning,No,No,W,M,17,W,M
12/18/2019,Traffic Stop,University Ave,Defective Equipment,Warning,No,No,W,M,24,W,M
12/18/2019,Traffic Stop,Ivy at Rothery,Driving on wrong side,Warning,No,No,W,M,57,W,M
12/18/2019,Traffic Stop,Old Ivy at Ivy,FTY Right Away,Warning,No,No,W,F,31,B,M
12/19/2019,Traffic Stop,Crispell at Lee,Defective Equipment,Warning,No,No,B,F,27,W,M
12/19/2019,Traffic Stop,14th at University,Improper Stopping,Warning,No,No,A,M,32,W,M
12/20/2019,Traffic Stop,JPA at W. Main,Fail to obey sign,Warning,No,No,W,F,59,W,M
12/20/2019,Traffic Stop,1106 W. Main St,Expired Inspection,Warning,No,No,W,M,36,B,M
12/21/2019,Traffic Stop,Carruthers Hall,No Headlights,Warning,No,No,W,F,58,W,M
12/22/2019,Traffic Stop,Emmet at Massie,No Headlights,Warning,No,No,W,M,19,W,M
12/23/2019,Traffic Stop,Emmet St S,Speeding,Warning,No,No,B,M,27,W,M
12/23/2019,Traffic Stop,Massie at Alderman,Fail to obey sign,Warning,No,No,W,M,30,W,M
12/23/2019,Traffic Stop,Massie at Alderman,Fail to obey sign,Warning,No,No,W,F,42,W,M
12/24/2019,Traffic Stop,290 Massie Rd,Expired Inspection,Warning,No,No,W,M,70,W,M
12/24/2019,Traffic Stop,Ivy at Alderman,Burned out headlight,Warning,No,No,W,M,45,W,M
12/24/2019,Traffic Stop,Massie at Arlington,Fail to obey sign,Warning,No,No,B,M,53,W,M
12/24/2019,Traffic Stop,Millmont at Arlington,Expired Registration,Warning,No,No,W,F,71,W,M
12/24/2019,Traffic Stop,Massie at Arlington,Fail to obey sign,Warning,No,No,W,F,77,W,M
12/24/2019,Traffic Stop,Massie at Arlington,Fail to obey sign,Warning,No,No,W,F,40,W,M
12/25/2019,Traffic Stop,McCormick at Emmet,Speeding,Warning,No,No,B,M,28,W,M
12/25/2019,Traffic Stop,Ivy Rd at Reed,Speeding,Warning,No,No,W,M,17,W,M
12/25/2019,Traffic Stop,University at Rugby,No Headlights,Warning,No,No,B,M,30,W,M
12/27/2019,Traffic Stop,1106 W. Main St,Right on red,Warning,No,No,A,F,19,W,M
12/27/2019,Traffic Stop,Alderman at Ivy,Fail to obey sign,Warning,No,No,W,F,52,W,M
12/27/2019,Traffic Stop,Arlington at Massie,Fail to obey sign,Warning,No,No,W,F,92,W,M
Date,Type,Location,Reason for Stop,Dispostion,"Search
Conducted?",Tow?,Race,Sex,Age,Ofc. Race,Ofc. Sex
12/27/2019,Traffic Stop,Arlington at Massie,Fail to obey sign,Warning,No,No,W,F,27,W,M
12/28/2019,Traffic Stop,85 Engineers Way,Defective Equipment,Warning,No,No,A,M,35,W,M
12/29/2019,Traffic Stop,Arlington at Massie,Fail to obey sign,Warning,No,No,W,M,50,W,M
12/31/2019,Traffic Stop,Emmet at Stadium,Speeding,Warning,No,No,B,M,29,W,M